date,store_id,city,city_tier,treatment_group,orders_placed,orders_delivered,orders_cancelled_stockout,orders_cancelled_other,avg_delivery_time_min,pct_on_time_15min,gtv_inr
2026-01-25,DS1026,Delhi NCR,Tier 1,treated,168,159,7,2,16.82,35.0,41657.0
2026-01-25,DS1027,Mumbai,Tier 1,treated,129,117,9,3,17.82,35.0,32220.0
2026-01-25,DS1028,Bhopal,Tier 2,control,159,152,5,2,14.79,51.3,37599.0
2026-01-25,DS1029,Jaipur,Tier 2,control,98,93,4,1,16.65,35.0,20413.0
2026-01-25,DS1030,Pune,Tier 1,control,230,218,11,1,17.11,35.0,57517.0
2026-01-25,DS1031,Mumbai,Tier 1,treated,173,163,7,3,14.34,58.3,41667.0
2026-01-25,DS1032,Chennai,Tier 1,control,166,160,5,1,16.55,39.2,33967.0
2026-01-25,DS1033,Jaipur,Tier 2,control,71,66,3,2,20.82,35.0,11246.0
2026-01-25,DS1034,Mumbai,Tier 1,treated,170,162,5,3,17.59,35.0,30735.0
2026-01-25,DS1035,Pune,Tier 1,control,198,185,10,3,17.26,35.0,48627.0
2026-01-25,DS1036,Lucknow,Tier 2,control,62,59,2,1,12.92,66.1,12077.0
2026-01-25,DS1037,Lucknow,Tier 2,control,134,127,5,2,16.38,35.0,22134.0
2026-01-25,DS1038,Delhi NCR,Tier 1,treated,187,177,8,2,13.71,66.8,33685.0
2026-01-25,DS1039,Lucknow,Tier 2,control,76,72,4,0,13.78,62.7,13691.0
2026-01-25,DS1040,Hyderabad,Tier 1,control,165,155,6,4,17.48,35.0,39451.0
2026-01-25,DS1041,Lucknow,Tier 2,control,91,88,3,0,17.94,35.0,16924.0
2026-01-25,DS1042,Jaipur,Tier 2,control,103,98,5,0,15.49,46.7,19353.0
2026-01-25,DS1043,Indore,Tier 2,control,109,106,2,1,13.36,65.0,18163.0
2026-01-25,DS1044,Bengaluru,Tier 1,treated,149,143,5,1,14.05,59.0,37536.0
2026-01-25,DS1045,Delhi NCR,Tier 1,treated,168,159,8,1,15.63,40.8,39220.0
2026-01-25,DS1046,Bengaluru,Tier 1,treated,144,135,6,3,18.54,35.0,36627.0
2026-01-25,DS1047,Bengaluru,Tier 1,treated,124,122,1,1,18.08,35.0,30962.0
2026-01-25,DS1048,Mumbai,Tier 1,treated,169,160,6,3,15.14,47.6,42113.0
2026-01-25,DS1049,Jaipur,Tier 2,control,119,112,5,2,-1.5730000000000002,38.5,31910.0
2026-01-25,DS1050,Chennai,Tier 1,control,131,124,6,1,14.19,53.7,24210.0
2026-01-25,DS1051,Chennai,Tier 1,control,165,157,3,5,15.93,38.8,40035.0
2026-01-25,DS1052,Jaipur,Tier 2,control,80,75,2,3,15.89,43.5,16545.0
2026-01-25,DS1053,Bhopal,Tier 2,control,87,85,1,1,13.96,60.6,16317.0
2026-01-25,DS1054,Pune,Tier 1,control,238,234,4,0,17.45,35.0,62018.0
2026-01-25,DS1055,Delhi NCR,Tier 1,treated,169,166,3,0,13.16,78.5,41311.0
2026-01-25,DS1056,Delhi NCR,Tier 1,treated,234,222,9,3,17.07,35.0,52517.0
2026-01-25,DS1057,Delhi NCR,Tier 1,treated,161,154,7,0,16.94,35.0,42985.0
2026-01-25,DS1058,Chennai,Tier 1,control,174,169,4,1,18.48,35.0,46282.0
2026-01-25,DS1059,Mumbai,Tier 1,treated,173,168,3,2,15.15,46.2,45064.0
2026-01-26,DS1000,Pune,Tier 1,control,180,177,3,0,16.29,35.0,42393.0
2026-01-26,DS1001,Bengaluru,Tier 1,treated,189,178,9,2,21.4,35.0,39678.0
2026-01-26,DS1002,Mumbai,Tier 1,treated,177,166,7,4,14.92,55.5,40313.0
2026-01-26,DS1003,Lucknow,Tier 2,control,90,89,1,0,17.96,35.0,19343.0
2026-01-26,DS1004,Pune,Tier 1,control,125,116,5,4,15.58,44.1,30097.0
2026-01-26,DS1005,Pune,Tier 1,control,143,133,6,4,15.28,46.0,26351.0
2026-01-26,DS1006,Pune,Tier 1,control,181,174,6,1,14.64,53.1,39562.0
2026-01-26,DS1007,Mumbai,Tier 1,treated,167,159,7,1,14.72,51.7,34618.0
2026-01-26,DS1008,Chennai,Tier 1,control,182,170,7,5,18.1,35.0,37534.0
2026-01-26,DS1009,Hyderabad,Tier 1,control,205,195,8,2,15.52,43.4,37798.0
2026-01-26,DS1010,Lucknow,Tier 2,control,55,52,3,0,17.73,35.0,11129.0
2026-01-26,DS1011,Pune,Tier 1,control,143,137,3,3,18.14,35.0,26435.0
2026-01-26,DS1012,Bengaluru,Tier 1,treated,181,173,6,2,16.45,35.0,41320.0
2026-01-26,DS1013,Pune,Tier 1,control,198,192,4,2,16.63,35.0,36898.0
2026-01-26,DS1014,Hyderabad,Tier 1,control,169,165,3,1,20.97,35.0,47963.0
2026-01-26,DS1015,Jaipur,Tier 2,control,115,112,3,0,15.62,41.7,27548.0
2026-01-26,DS1016,Mumbai,Tier 1,treated,186,177,8,1,15.57,44.0,36418.0
2026-01-26,DS1017,Chennai,Tier 1,control,134,130,4,0,14.35,59.6,29224.0
2026-01-26,DS1018,Bhopal,Tier 2,control,80,76,4,0,17.32,35.0,15125.0
2026-01-26,DS1019,Hyderabad,Tier 1,control,215,211,3,1,17.66,35.0,42052.0
2026-01-26,DS1020,Jaipur,Tier 2,control,107,104,3,0,17.18,35.0,22124.0
2026-01-26,DS1021,Bengaluru,Tier 1,treated,123,120,2,1,13.92,53.4,26490.0
2026-01-26,DS1022,Lucknow,Tier 2,control,129,119,8,2,15.07,43.0,30438.0
2026-01-26,DS1023,Mumbai,Tier 1,treated,202,194,7,1,15.5,50.6,44697.0
2026-01-26,DS1024,Mumbai,Tier 1,treated,225,221,4,0,17.42,35.0,51371.0
2026-01-26,DS1025,Jaipur,Tier 2,control,84,83,1,0,16.0,43.2,19134.0
2026-01-26,DS1026,Delhi NCR,Tier 1,treated,156,146,6,4,17.93,35.0,40137.0
2026-01-26,DS1027,Mumbai,Tier 1,treated,145,138,7,0,15.83,43.0,35115.0
2026-01-26,DS1028,Bhopal,Tier 2,control,158,153,5,0,15.0,46.6,34778.0
2026-01-26,DS1029,Jaipur,Tier 2,control,92,87,5,0,15.78,39.8,19910.0
2026-01-26,DS1030,Pune,Tier 1,control,237,226,5,6,16.09,37.8,47357.0
2026-01-26,DS1031,Mumbai,Tier 1,treated,155,144,7,4,16.24,35.0,25038.0
2026-01-26,DS1032,Chennai,Tier 1,control,177,168,5,4,16.43,35.9,38778.0
2026-01-26,DS1033,Jaipur,Tier 2,control,73,72,1,0,18.79,35.0,11495.0
2026-01-26,DS1034,Mumbai,Tier 1,treated,179,173,5,1,-1.5730000000000002,42.3,43270.0
2026-01-26,DS1035,Pune,Tier 1,control,206,199,6,1,15.38,44.2,49502.0
2026-01-26,DS1036,Lucknow,Tier 2,control,86,80,4,2,14.44,57.6,17311.0
2026-01-26,DS1037,Lucknow,Tier 2,control,118,112,5,1,16.54,35.0,27173.0
2026-01-26,DS1038,Delhi NCR,Tier 1,treated,163,156,6,1,13.64,69.6,38093.0
2026-01-26,DS1039,Lucknow,Tier 2,control,95,89,6,0,14.38,56.9,18484.0
2026-01-26,DS1040,Hyderabad,Tier 1,control,148,140,5,3,16.67,35.0,33760.0
2026-01-26,DS1041,Lucknow,Tier 2,control,87,81,4,2,17.16,35.0,16417.0
2026-01-26,DS1042,Jaipur,Tier 2,control,97,90,4,3,15.13,46.6,15491.0
2026-01-26,DS1043,Indore,Tier 2,control,111,105,4,2,13.78,75.3,26024.0
2026-01-26,DS1044,Bengaluru,Tier 1,treated,164,155,2,7,15.88,40.9,32622.0
2026-01-26,DS1045,Delhi NCR,Tier 1,treated,159,153,3,3,16.26,35.0,32265.0
2026-01-26,DS1046,Bengaluru,Tier 1,treated,128,118,9,1,18.23,35.0,22102.0
2026-01-26,DS1047,Bengaluru,Tier 1,treated,146,139,6,1,19.07,35.0,27246.0
2026-01-26,DS1048,Mumbai,Tier 1,treated,181,171,7,3,17.08,35.0,39209.0
2026-01-26,DS1049,Jaipur,Tier 2,control,117,115,1,1,14.91,45.8,20983.0
2026-01-26,DS1050,Chennai,Tier 1,control,127,117,9,1,13.69,67.2,27035.0
2026-01-26,DS1051,Chennai,Tier 1,control,167,159,7,1,16.19,35.0,38439.0
2026-01-26,DS1052,Jaipur,Tier 2,control,82,78,2,2,15.57,44.8,14851.0
2026-01-26,DS1053,Bhopal,Tier 2,control,97,92,4,1,16.07,35.0,16063.0
2026-01-26,DS1054,Pune,Tier 1,control,197,187,7,3,16.59,35.0,37019.0
2026-01-26,DS1055,Delhi NCR,Tier 1,treated,152,149,3,0,15.11,48.1,35254.0
2026-01-26,DS1056,Delhi NCR,Tier 1,treated,234,224,8,2,17.52,35.0,51690.0
2026-01-26,DS1057,Delhi NCR,Tier 1,treated,161,152,8,1,17.3,35.0,46717.0
2026-01-26,DS1058,Chennai,Tier 1,control,190,173,14,3,16.88,35.0,45175.0
2026-01-26,DS1059,Mumbai,Tier 1,treated,158,153,4,1,16.5,35.0,34826.0
2026-01-27,DS1000,Pune,Tier 1,control,177,170,3,4,16.74,35.0,41296.0
2026-01-27,DS1001,Bengaluru,Tier 1,treated,159,152,6,1,19.23,35.0,43648.0
2026-01-27,DS1002,Mumbai,Tier 1,treated,160,144,11,5,16.71,35.0,33324.0
2026-01-27,DS1003,Lucknow,Tier 2,control,93,87,6,0,16.3,35.0,17070.0
2026-01-27,DS1004,Pune,Tier 1,control,145,141,3,1,14.2,62.4,34445.0
2026-01-27,DS1005,Pune,Tier 1,control,144,134,8,2,17.39,35.0,30518.0
2026-01-27,DS1006,Pune,Tier 1,control,220,212,5,3,14.92,49.0,51388.0
2026-01-27,DS1007,Mumbai,Tier 1,treated,168,160,5,3,15.72,40.4,37037.0
2026-01-27,DS1008,Chennai,Tier 1,control,180,173,7,0,18.76,35.0,37917.0
2026-01-27,DS1009,Hyderabad,Tier 1,control,200,188,9,3,14.98,48.4,44926.0
2026-01-27,DS1010,Lucknow,Tier 2,control,55,54,1,0,17.78,35.0,12947.0
2026-01-27,DS1011,Pune,Tier 1,control,155,145,6,4,17.75,35.0,37996.0
2026-01-27,DS1012,Bengaluru,Tier 1,treated,194,188,4,2,17.26,35.0,57339.0
2026-01-27,DS1013,Pune,Tier 1,control,188,185,2,1,17.99,35.0,41681.0
2026-01-27,DS1014,Hyderabad,Tier 1,control,163,157,5,1,20.27,35.0,38373.0
2026-01-27,DS1015,Jaipur,Tier 2,control,119,111,8,0,15.79,45.0,25767.0
2026-01-27,DS1016,Mumbai,Tier 1,treated,209,204,5,0,14.53,55.9,41675.0
2026-01-27,DS1017,Chennai,Tier 1,control,124,119,3,2,12.32,76.6,27384.0
2026-01-27,DS1018,Bhopal,Tier 2,control,87,83,1,3,16.48,35.0,10536.0
2026-01-27,DS1019,Hyderabad,Tier 1,control,202,197,2,3,17.7,35.0,40878.0
2026-01-27,DS1020,Jaipur,Tier 2,control,108,102,5,1,19.57,35.0,23839.0
2026-01-27,DS1021,Bengaluru,Tier 1,treated,104,91,9,4,14.36,59.0,18667.0
2026-01-27,DS1022,Lucknow,Tier 2,control,119,116,3,0,13.76,65.0,26184.0
2026-01-27,DS1023,Mumbai,Tier 1,treated,209,195,11,3,16.98,35.0,37721.0
2026-01-27,DS1024,Mumbai,Tier 1,treated,219,210,6,3,16.53,35.7,57465.0
2026-01-27,DS1025,Jaipur,Tier 2,control,84,78,5,1,13.8,64.5,18978.0
2026-01-27,DS1026,Delhi NCR,Tier 1,treated,161,156,4,1,17.15,35.0,40659.0
2026-01-27,DS1027,Mumbai,Tier 1,treated,149,139,8,2,16.25,36.0,28090.0
2026-01-27,DS1028,Bhopal,Tier 2,control,160,156,4,0,16.49,35.9,36378.0
2026-01-27,DS1029,Jaipur,Tier 2,control,98,96,2,0,15.49,36.8,24088.0
2026-01-27,DS1030,Pune,Tier 1,control,281,268,10,3,18.96,35.0,57802.0
2026-01-27,DS1031,Mumbai,Tier 1,treated,158,148,7,3,15.56,43.5,36546.0
2026-01-27,DS1032,Chennai,Tier 1,control,157,150,5,2,-1.818,35.0,31510.0
2026-01-27,DS1033,Jaipur,Tier 2,control,70,66,3,1,20.09,35.0,9480.0
2026-01-27,DS1034,Mumbai,Tier 1,treated,169,157,10,2,17.34,35.0,33289.0
2026-01-27,DS1035,Pune,Tier 1,control,224,212,8,4,17.19,35.0,47307.0
2026-01-27,DS1036,Lucknow,Tier 2,control,75,72,2,1,12.85,77.7,16497.0
2026-01-27,DS1037,Lucknow,Tier 2,control,127,121,4,2,16.36,35.0,22099.0
2026-01-27,DS1038,Delhi NCR,Tier 1,treated,223,214,9,0,13.6,61.2,57644.0
2026-01-27,DS1039,Lucknow,Tier 2,control,88,84,3,1,14.86,51.6,18946.0
2026-01-27,DS1040,Hyderabad,Tier 1,control,151,146,5,0,17.14,35.0,32149.0
2026-01-27,DS1041,Lucknow,Tier 2,control,97,95,2,0,19.45,35.0,21751.0
2026-01-27,DS1042,Jaipur,Tier 2,control,97,93,4,0,-1.743,35.0,24277.0
2026-01-27,DS1043,Indore,Tier 2,control,96,87,6,3,13.58,70.2,22072.0
2026-01-27,DS1044,Bengaluru,Tier 1,treated,143,135,5,3,13.93,61.2,23198.0
2026-01-27,DS1045,Delhi NCR,Tier 1,treated,170,159,8,3,16.19,40.9,47171.0
2026-01-27,DS1046,Bengaluru,Tier 1,treated,135,127,6,2,17.06,35.0,25765.0
2026-01-27,DS1047,Bengaluru,Tier 1,treated,154,149,5,0,19.08,35.0,43027.0
2026-01-27,DS1048,Mumbai,Tier 1,treated,156,148,6,2,16.02,35.0,32691.0
2026-01-27,DS1049,Jaipur,Tier 2,control,120,115,3,2,14.85,57.2,22746.0
2026-01-27,DS1050,Chennai,Tier 1,control,122,118,4,0,12.61,77.7,27511.0
2026-01-27,DS1051,Chennai,Tier 1,control,169,163,4,2,17.49,35.0,39728.0
2026-01-27,DS1052,Jaipur,Tier 2,control,85,83,1,1,15.6,44.7,17911.0
2026-01-27,DS1053,Bhopal,Tier 2,control,77,76,0,1,15.28,46.9,14322.0
2026-01-27,DS1054,Pune,Tier 1,control,232,218,10,4,16.4,35.0,48692.0
2026-01-27,DS1055,Delhi NCR,Tier 1,treated,174,171,1,2,13.24,70.3,40482.0
2026-01-27,DS1056,Delhi NCR,Tier 1,treated,257,246,7,4,18.67,35.0,55601.0
2026-01-27,DS1057,Delhi NCR,Tier 1,treated,158,149,9,0,18.24,35.0,26323.0
2026-01-27,DS1058,Chennai,Tier 1,control,186,179,4,3,18.51,35.0,43717.0
2026-01-27,DS1059,Mumbai,Tier 1,treated,189,178,8,3,16.12,35.0,44488.0
2026-01-28,DS1000,Pune,Tier 1,control,185,180,3,2,17.69,35.0,46904.0
2026-01-28,DS1001,Bengaluru,Tier 1,treated,184,176,6,2,20.01,35.0,42463.0
2026-01-28,DS1002,Mumbai,Tier 1,treated,164,159,4,1,16.21,38.0,46911.0
2026-01-28,DS1003,Lucknow,Tier 2,control,94,91,3,0,15.56,38.4,17172.0
2026-01-28,DS1004,Pune,Tier 1,control,145,140,2,3,13.85,63.8,33529.0
2026-01-28,DS1005,Pune,Tier 1,control,144,139,4,1,18.07,35.0,30361.0
2026-01-28,DS1006,Pune,Tier 1,control,209,201,6,2,14.86,47.3,41326.0
2026-01-28,DS1007,Mumbai,Tier 1,treated,184,175,8,1,16.87,35.0,41736.0
2026-01-28,DS1008,Chennai,Tier 1,control,176,167,7,2,18.66,35.0,43518.0
2026-01-28,DS1009,Hyderabad,Tier 1,control,208,202,5,1,14.3,61.1,47285.0
2026-01-28,DS1010,Lucknow,Tier 2,control,71,69,2,0,17.45,35.0,15558.0
2026-01-28,DS1011,Pune,Tier 1,control,139,133,4,2,17.82,35.0,28333.0
2026-01-28,DS1012,Bengaluru,Tier 1,treated,162,158,2,2,15.96,43.6,36025.0
2026-01-28,DS1013,Pune,Tier 1,control,181,173,8,0,16.47,35.0,41198.0
2026-01-28,DS1014,Hyderabad,Tier 1,control,163,154,4,5,20.37,35.0,40451.0
2026-01-28,DS1015,Jaipur,Tier 2,control,119,116,1,2,14.43,67.0,22934.0
2026-01-28,DS1016,Mumbai,Tier 1,treated,169,160,6,3,14.57,57.8,33432.0
2026-01-28,DS1017,Chennai,Tier 1,control,141,131,9,1,15.28,47.9,38584.0
2026-01-28,DS1018,Bhopal,Tier 2,control,80,75,5,0,16.98,35.0,12890.0
2026-01-28,DS1019,Hyderabad,Tier 1,control,215,208,6,1,18.93,35.0,50826.0
2026-01-28,DS1020,Jaipur,Tier 2,control,119,117,2,0,16.56,35.0,21723.0
2026-01-28,DS1021,Bengaluru,Tier 1,treated,135,128,5,2,15.37,50.3,28564.0
2026-01-28,DS1022,Lucknow,Tier 2,control,117,111,3,3,13.16,73.1,23079.0
2026-01-28,DS1023,Mumbai,Tier 1,treated,184,175,7,2,14.77,53.3,37790.0
2026-01-28,DS1024,Mumbai,Tier 1,treated,219,206,8,5,17.09,35.0,43759.0
2026-01-28,DS1025,Jaipur,Tier 2,control,106,99,3,4,15.31,51.7,24313.0
2026-01-28,DS1026,Delhi NCR,Tier 1,treated,167,156,7,4,16.14,42.0,33890.0
2026-01-28,DS1027,Mumbai,Tier 1,treated,128,125,2,1,16.41,35.0,27202.0
2026-01-28,DS1028,Bhopal,Tier 2,control,138,131,4,3,15.72,35.0,25772.0
2026-01-28,DS1029,Jaipur,Tier 2,control,105,104,1,0,16.03,40.7,17027.0
2026-01-28,DS1030,Pune,Tier 1,control,224,218,5,1,16.68,35.0,55411.0
2026-01-28,DS1031,Mumbai,Tier 1,treated,143,134,6,3,16.13,36.5,32631.0
2026-01-28,DS1032,Chennai,Tier 1,control,162,158,2,2,16.58,35.0,32240.0
2026-01-28,DS1033,Jaipur,Tier 2,control,76,73,3,0,19.92,35.0,16568.0
2026-01-28,DS1034,Mumbai,Tier 1,treated,155,149,5,1,17.68,35.0,41229.0
2026-01-28,DS1035,Pune,Tier 1,control,183,171,7,5,15.43,43.4,40740.0
2026-01-28,DS1036,Lucknow,Tier 2,control,67,65,1,1,13.87,66.0,13651.0
2026-01-28,DS1037,Lucknow,Tier 2,control,125,118,5,2,16.07,35.0,21465.0
2026-01-28,DS1038,Delhi NCR,Tier 1,treated,144,136,7,1,13.71,61.9,32041.0
2026-01-28,DS1039,Lucknow,Tier 2,control,85,79,5,1,13.4,73.3,17921.0
2026-01-28,DS1040,Hyderabad,Tier 1,control,143,133,8,2,17.6,35.0,33298.0
2026-01-28,DS1041,Lucknow,Tier 2,control,88,84,4,0,17.5,35.0,17440.0
2026-01-28,DS1042,Jaipur,Tier 2,control,79,74,3,2,17.28,35.0,14365.0
2026-01-28,DS1043,Indore,Tier 2,control,91,87,2,2,13.23,64.7,21123.0
2026-01-28,DS1044,Bengaluru,Tier 1,treated,145,138,6,1,15.15,41.9,37573.0
2026-01-28,DS1045,Delhi NCR,Tier 1,treated,178,166,8,4,15.96,40.2,36435.0
2026-01-28,DS1046,Bengaluru,Tier 1,treated,122,120,1,1,16.19,43.0,29482.0
2026-01-28,DS1047,Bengaluru,Tier 1,treated,138,126,10,2,20.89,35.0,32209.0
2026-01-28,DS1048,Mumbai,Tier 1,treated,185,178,5,2,17.3,35.0,40472.0
2026-01-28,DS1049,Jaipur,Tier 2,control,120,116,3,1,14.98,49.4,20358.0
2026-01-28,DS1050,Chennai,Tier 1,control,137,129,7,1,13.37,63.0,31169.0
2026-01-28,DS1051,Chennai,Tier 1,control,182,173,4,5,17.19,35.0,40922.0
2026-01-28,DS1052,Jaipur,Tier 2,control,100,96,2,2,14.86,48.3,16953.0
2026-01-28,DS1053,Bhopal,Tier 2,control,103,97,6,0,15.06,44.0,19720.0
2026-01-28,DS1054,Pune,Tier 1,control,209,198,9,2,17.24,35.0,51664.0
2026-01-28,DS1055,Delhi NCR,Tier 1,treated,159,153,5,1,14.85,49.2,35417.0
2026-01-28,DS1056,Delhi NCR,Tier 1,treated,235,227,7,1,19.77,35.0,52920.0
2026-01-28,DS1057,Delhi NCR,Tier 1,treated,158,152,5,1,18.74,35.0,42545.0
2026-01-28,DS1058,Chennai,Tier 1,control,194,188,6,0,17.78,35.0,39605.0
2026-01-28,DS1059,Mumbai,Tier 1,treated,167,160,7,0,15.74,37.9,31229.0
2026-01-29,DS1000,Pune,Tier 1,control,204,190,12,2,17.62,35.0,46658.0
2026-01-29,DS1001,Bengaluru,Tier 1,treated,181,170,10,1,18.76,35.0,43444.0
2026-01-29,DS1002,Mumbai,Tier 1,treated,157,147,7,3,16.92,35.0,39319.0
2026-01-29,DS1003,Lucknow,Tier 2,control,97,92,5,0,16.25,35.9,13148.0
2026-01-29,DS1004,Pune,Tier 1,control,142,136,5,1,13.01,75.1,35346.0
2026-01-29,DS1005,Pune,Tier 1,control,146,140,3,3,17.85,35.0,41190.0
2026-01-29,DS1006,Pune,Tier 1,control,183,176,4,3,13.37,70.7,41619.0
2026-01-29,DS1007,Mumbai,Tier 1,treated,170,165,4,1,15.35,45.7,36758.0
2026-01-29,DS1008,Chennai,Tier 1,control,197,193,4,0,17.75,35.0,52646.0
2026-01-29,DS1009,Hyderabad,Tier 1,control,213,205,6,2,16.43,35.0,43268.0
2026-01-29,DS1010,Lucknow,Tier 2,control,73,72,1,0,19.04,35.0,12922.0
2026-01-29,DS1011,Pune,Tier 1,control,160,151,6,3,18.0,35.0,33189.0
2026-01-29,DS1012,Bengaluru,Tier 1,treated,162,158,3,1,14.89,52.6,29450.0
2026-01-29,DS1013,Pune,Tier 1,control,173,170,2,1,16.46,40.2,43351.0
2026-01-29,DS1014,Hyderabad,Tier 1,control,156,148,7,1,21.2,35.0,37174.0
2026-01-29,DS1015,Jaipur,Tier 2,control,134,124,7,3,16.78,35.0,25789.0
2026-01-29,DS1016,Mumbai,Tier 1,treated,175,166,7,2,15.15,58.3,38485.0
2026-01-29,DS1017,Chennai,Tier 1,control,148,137,9,2,14.73,52.4,29316.0
2026-01-29,DS1018,Bhopal,Tier 2,control,69,65,4,0,15.87,39.7,13268.0
2026-01-29,DS1019,Hyderabad,Tier 1,control,187,175,11,1,19.91,35.0,40468.0
2026-01-29,DS1020,Jaipur,Tier 2,control,108,101,5,2,18.2,35.0,21932.0
2026-01-29,DS1021,Bengaluru,Tier 1,treated,109,103,4,2,15.36,47.2,29498.0
2026-01-29,DS1022,Lucknow,Tier 2,control,116,108,8,0,15.56,43.8,24078.0
2026-01-29,DS1023,Mumbai,Tier 1,treated,215,207,6,2,14.11,58.1,49483.0
2026-01-29,DS1024,Mumbai,Tier 1,treated,204,194,8,2,16.59,36.8,47905.0
2026-01-29,DS1025,Jaipur,Tier 2,control,93,86,4,3,16.78,35.0,20151.0
2026-01-29,DS1026,Delhi NCR,Tier 1,treated,157,152,3,2,17.08,35.0,31518.0
2026-01-29,DS1027,Mumbai,Tier 1,treated,143,132,10,1,16.11,35.0,34291.0
2026-01-29,DS1028,Bhopal,Tier 2,control,142,137,4,1,15.38,53.6,27953.0
2026-01-29,DS1029,Jaipur,Tier 2,control,91,87,3,1,16.65,35.0,20711.0
2026-01-29,DS1030,Pune,Tier 1,control,219,208,7,4,16.97,35.0,45418.0
2026-01-29,DS1031,Mumbai,Tier 1,treated,145,142,3,0,16.14,38.3,32351.0
2026-01-29,DS1032,Chennai,Tier 1,control,195,190,4,1,18.15,35.0,48484.0
2026-01-29,DS1033,Jaipur,Tier 2,control,68,65,2,1,19.94,35.0,14054.0
2026-01-29,DS1034,Mumbai,Tier 1,treated,181,172,5,4,17.54,35.0,44886.0
2026-01-29,DS1035,Pune,Tier 1,control,197,192,5,0,16.38,38.1,48093.0
2026-01-29,DS1036,Lucknow,Tier 2,control,75,71,4,0,15.94,39.3,14512.0
2026-01-29,DS1037,Lucknow,Tier 2,control,119,112,4,3,17.32,35.0,23987.0
2026-01-29,DS1038,Delhi NCR,Tier 1,treated,169,161,7,1,14.22,61.5,37853.0
2026-01-29,DS1039,Lucknow,Tier 2,control,86,84,2,0,14.0,62.6,22142.0
2026-01-29,DS1040,Hyderabad,Tier 1,control,150,148,2,0,16.5,35.7,32729.0
2026-01-29,DS1041,Lucknow,Tier 2,control,84,81,2,1,17.74,35.0,18001.0
2026-01-29,DS1042,Jaipur,Tier 2,control,99,96,2,1,14.91,40.0,23933.0
2026-01-29,DS1043,Indore,Tier 2,control,85,77,6,2,14.77,55.7,13413.0
2026-01-29,DS1044,Bengaluru,Tier 1,treated,147,134,12,1,16.09,35.0,32777.0
2026-01-29,DS1045,Delhi NCR,Tier 1,treated,157,146,8,3,15.39,41.8,33465.0
2026-01-29,DS1046,Bengaluru,Tier 1,treated,144,138,5,1,16.36,35.0,33286.0
2026-01-29,DS1047,Bengaluru,Tier 1,treated,151,148,2,1,21.71,35.0,35339.0
2026-01-29,DS1048,Mumbai,Tier 1,treated,176,164,9,3,16.0,45.9,42788.0
2026-01-29,DS1049,Jaipur,Tier 2,control,104,99,3,2,13.96,59.3,19516.0
2026-01-29,DS1050,Chennai,Tier 1,control,107,99,7,1,14.07,61.2,25229.0
2026-01-29,DS1051,Chennai,Tier 1,control,162,159,2,1,16.72,35.9,33334.0
2026-01-29,DS1052,Jaipur,Tier 2,control,82,79,2,1,15.7,43.3,18882.0
2026-01-29,DS1053,Bhopal,Tier 2,control,78,74,3,1,12.59,73.1,15545.0
2026-01-29,DS1054,Pune,Tier 1,control,167,159,5,3,15.01,52.6,29385.0
2026-01-29,DS1055,Delhi NCR,Tier 1,treated,153,150,3,0,15.18,52.8,32611.0
2026-01-29,DS1056,Delhi NCR,Tier 1,treated,226,219,6,1,18.0,35.0,54789.0
2026-01-29,DS1057,Delhi NCR,Tier 1,treated,148,138,8,2,18.46,35.0,30224.0
2026-01-29,DS1058,Chennai,Tier 1,control,174,165,7,2,18.94,35.0,45309.0
2026-01-29,DS1059,Mumbai,Tier 1,treated,155,152,1,2,15.18,45.1,38671.0
2026-01-30,DS1000,Pune,Tier 1,control,219,207,9,3,17.08,35.0,37017.0
2026-01-30,DS1001,Bengaluru,Tier 1,treated,179,171,8,0,19.69,35.0,43782.0
2026-01-30,DS1002,Mumbai,Tier 1,treated,178,175,2,1,16.44,39.6,37716.0
2026-01-30,DS1003,Lucknow,Tier 2,control,112,103,8,1,15.57,54.2,19746.0
2026-01-30,DS1004,Pune,Tier 1,control,156,148,5,3,14.27,59.8,33396.0
2026-01-30,DS1005,Pune,Tier 1,control,158,150,7,1,15.76,44.7,31740.0
2026-01-30,DS1006,Pune,Tier 1,control,243,235,4,4,15.62,42.1,59220.0
2026-01-30,DS1007,Mumbai,Tier 1,treated,210,203,5,2,15.53,42.0,49040.0
2026-01-30,DS1008,Chennai,Tier 1,control,211,200,8,3,19.02,35.0,49505.0
2026-01-30,DS1009,Hyderabad,Tier 1,control,264,251,8,5,14.88,54.0,57867.0
2026-01-30,DS1010,Lucknow,Tier 2,control,85,83,2,0,18.04,35.0,14197.0
2026-01-30,DS1011,Pune,Tier 1,control,166,157,8,1,18.7,35.0,40141.0
2026-01-30,DS1012,Bengaluru,Tier 1,treated,222,211,5,6,15.77,40.4,52458.0
2026-01-30,DS1013,Pune,Tier 1,control,221,214,4,3,16.4,35.0,55114.0
2026-01-30,DS1014,Hyderabad,Tier 1,control,213,203,6,4,19.48,35.0,40393.0
2026-01-30,DS1015,Jaipur,Tier 2,control,143,136,4,3,16.79,35.0,28170.0
2026-01-30,DS1016,Mumbai,Tier 1,treated,218,215,3,0,14.58,54.6,50511.0
2026-01-30,DS1017,Chennai,Tier 1,control,151,145,5,1,13.69,68.9,37446.0
2026-01-30,DS1018,Bhopal,Tier 2,control,91,87,3,1,16.6,35.0,15443.0
2026-01-30,DS1019,Hyderabad,Tier 1,control,263,252,9,2,17.28,35.0,65499.0
